imgAlt,imgName,isMeme
Ein Pumpkinspice Latte für 2? ❤️,mcdonalds_switzerland_1610,-2
"Und mit was nimmst du die Big Mac Sauce? 
Que vas-tu tremper dans cette sauce Big Mac? 😜😋 #stillabigmac #notabigmac #shrimps #nuggets #fries #bigmacsauce",mcdonalds_switzerland_1611,-2
Happy World Fashion Day! So sollte Mode immer aussehen 😉,mcdonalds_switzerland_1612,-1
Wir verlängern unser Dolce-Vita-Gefühl mit einem Chicken Caprese und schwelgen in Erinnerungen an die Sommerferien. Und,mcdonalds_switzerland_1613,-2
What a day! Wir hatten Spass an der Street Parade in Zürich Enge! 😄,mcdonalds_switzerland_1614,-2
In Murten habe wir Spass! 😜 On s'éclate à Morat! #murten #morat #mcdonalds #mcdo #mcd #happykids #boucingcastle,mcdonalds_switzerland_1615,-2
Congratulations @cedric_butti for being the new Junior World Champion in BMX! We're incredibly proud of you! 💪🏆🎉,mcdonalds_switzerland_1616,-2
Félicitations Damien @dam_wengiii pour cette magnifique victoire en double aux Championnats d'Europe de tennis M18! 🏆,mcdonalds_switzerland_1617,-2
"Schweiz du altes Haus - Alles Gute zum 726ten! 🎉 Und euch wünschen wir ein tolles fest. 
Hey vieille branche - un très joyeux 726ème anniversaire, chère Suisse! 🎉 Nous vous souhaitons à tous une fête grandiose! 😍😋🌟 #swissnationalday #happybirthdayswitzerland #mcdonalds #mcdo #sundae #yummy",mcdonalds_switzerland_1618,-2
"Und welches Burger-Pack entsteht, wenn du und deine besten Freunde sich ihre Lieblingsburger schnappen?",mcdonalds_switzerland_1619,-2
"Lorsque Zoé se réveille le lendemain, la grenouille n’est toujours pas là. Elle la cherche partout, mais elle ne",mcdonalds_switzerland_1620,-2
"Als Zoe am nächsten Tag aufwacht, ist der Frosch immer noch weg.  Sie sucht ihn überall, kann ihn aber nirgendwo finden.",mcdonalds_switzerland_1621,-2
"Genial oder nicht, das ist hier die Frage...🤔 Was meint ihr zum #hamburgerstraw aus Japan? ",mcdonalds_switzerland_1622,-2
"Tanzende Hotdogs, Hunde-Filter und Blumenkränze. Schon gewusst, du findest uns auch auf Snpachat 👻 Einfach scannen und",mcdonalds_switzerland_1623,-2
"Zoé et Paul passent une superbe journée ensemble. Ils se promènent en ville, rigolent beaucoup, parlent de tout et de",mcdonalds_switzerland_1624,-2
"Zoe und Paul verbringen einen wunderschönen Tag zusammen. Sie gehen in der Stadt spazieren, sie lachen viel, sie reden",mcdonalds_switzerland_1625,-2
"«Bonjour, petit rayon de soleil!», crie la grenouille dans les oreilles de Zoé. «Lève-toi et profite de cette magnifique",mcdonalds_switzerland_1626,-2
"""Guten Morgen, Sonnenschein!"", schreit der Frosch in Zoes Ohr. ""Steh auf und geniesse diesen schönen Tag, du",mcdonalds_switzerland_1627,-2
"Il est déjà passé minuit lorsque Zoé retourne à sa chambre d’hôtel, dans laquelle la grenouille est restée pour",mcdonalds_switzerland_1628,-2
"Es ist schon nach Mitternacht, als Zoe in das Hotelzimmer zurückkehrt, wo der Frosch auf sie gewartet hat. Sie hat es",mcdonalds_switzerland_1629,-2
"Diese junge Frau hat an der U20-EM gerade Gold, den Schweizer U20-Rekord und die WM-Limite geholt. Und das alles auf",mcdonalds_switzerland_1630,-2
"Hesch es astrengends Wuchenend hinder dir? Denn isch euse früsch The Caesar Salad genau s'Richtige für dich! 😋
C'était un week-end bien chargé? Notre Salade Caesar toute fraîche sera alors juste parfaite pour toi aujourd'hui! 😋",mcdonalds_switzerland_1631,-2
"Après un petit détour, Zoé et la grenouille arrivent finalement à Genève. Toutefois, il est assez tard et le téléphone",mcdonalds_switzerland_1632,-2
Nach einem kleinen Umweg kommen Zoe und der Frosch endlich in Zürich an. Es ist schon ziemlich spät und Zoes Handy ist,mcdonalds_switzerland_1633,-2
Mit unseren stylischen Cooling Bags bleiben du und dein #McFlurry auch bei der aktuellen Sommerhitze cool 😎	,mcdonalds_switzerland_1634,-2
"Zoé et la grenouille arrivent à la gare centrale de Zurich. «Sur quelle voie le train pour Genève part-il?», demande",mcdonalds_switzerland_1635,-2
"Zoe und der Frosch kommen am Bahnhof in Genf an. ""Auf welchem Gleis fährt der Zug nach Zürich?"", fragt Zoe ausser Atem",mcdonalds_switzerland_1636,-2
"Zoé se réveille. Mince! Elle a loupé le réveil. Alors qu’elle s’apprête à partir, elle voit la grenouille, assise devant",mcdonalds_switzerland_1637,-2
"Zoe wacht auf. Mist! Sie hat verschlafen. Gerade als sie das Haus verlassen will, sieht sie den Frosch, vor ihrer Tür",mcdonalds_switzerland_1638,-2
Zoé dépose délicatement la grenouille dans son sac et se met en chemin pour aller en ville. Zoé a décidé de surprendre,mcdonalds_switzerland_1639,-2
Zoe setzt den Frosch vorsichtig in ihre Tasche und sie machen sich auf den Weg in Richtung Innenstadt. Sie hat,mcdonalds_switzerland_1640,-2
"«Tu ne veux pas lui répondre?», questionne la grenouille. «Plus tard», répond Zoé évasivement. «D’abord je dois finir ce",mcdonalds_switzerland_1641,-2
"""Willst du nicht antworten?"", fragt der Frosch. ""Später..."", antwortet Zoe nur ausweichend. ""Zuerst muss ich diese",mcdonalds_switzerland_1642,-2
Sharing is caring 😉 #mcdonalds #chickenweeks #sharebucket #mcd #mcdo,mcdonalds_switzerland_1643,-1
"«J’étais le CEO d’une chaîne de vente au détail à Zurich. Un travail stressant. Si tu ne suis pas le rythme, tu es viré.",mcdonalds_switzerland_1644,-2
"""Ich war früher der CEO einer grossen, internationelen Einzelhandelskette mit Sitz in Genf. Stressiger Job. Wenn du",mcdonalds_switzerland_1645,-2
D’innombrables questions se bousculent dans la tête de Zoé. Comment se fait-il que la grenouille puisse parler? Quelle,mcdonalds_switzerland_1646,-2
In Zoes Kopf schwirren so viele Fragen herum. Wieso konnte der Frosch sprechen? Was für eine Person war er wohl als er,mcdonalds_switzerland_1647,-2
"«Ha! Ha! Je rigole», dit la grenouille. «Je ne suis pas un prince charmant, je me suis réincarné en grenouille.» Zoé",mcdonalds_switzerland_1648,-2
"""Ach, das war nur ein Witz"", sagt der Frosch, ""ich bin kein verzauberter Prinz, ich wurde einfach als Frosch",mcdonalds_switzerland_1649,-2
Zoé est sous le choc. Y avait-il quelque chose dans le coca? Quelqu’un l’aurait-il droguée? Ou était-elle simplement,mcdonalds_switzerland_1650,-2
"Zoe ist völlig schockiert. War da vielleicht was in ihrer Cola? Hatte ihr da jemand was reingetan, das Halluzinationen",mcdonalds_switzerland_1651,-2
Ouf! Quelle journée. Zoé arrive à la maison complètement épuisée. Elle pose son sac et le sac McDo sur la table de sa,mcdonalds_switzerland_1652,-2
Puh! Was für ein Tag. Zoe kommt völlig erschöpft nach Hause und legt ihre Handtasche sowie die McDonald's Tüte auf ihren,mcdonalds_switzerland_1653,-2
"«Oh non, je suis vraiment désolée! Je ne vous ai pas vu sortir.» Zoé s’agenouille au sol et remet son rouge à lèvres,",mcdonalds_switzerland_1654,-2
"""Oh nein, tut mir echt leid! Ich habe dich einfach nicht gesehen."" Zoe kniet sich auf den Boden und sammelt ihr",mcdonalds_switzerland_1655,-2
Congratulations Roman! We are proud of you too! 🏆💪 #together4gold,mcdonalds_switzerland_1656,-1
Congratulations Emma and team! 🏆 We are very proud of you! 💪 #together4gold,mcdonalds_switzerland_1657,-1
Immer schön #smooth bleiben ;),mcdonalds_switzerland_1658,-2
"Wer liebt die Minions? WIR!😍 Qui aime les Minions? NOUS! 😍

#minions #gru #despicableme #happymeal #happy #goodtimes #enjoythenow #mcdonalds #mcdo",mcdonalds_switzerland_1659,-2
Diese Chicks sind einfach der Wahnsinn ;),mcdonalds_switzerland_1660,-2
BAAANNNAAANAAAAA!!!! Habt ihr auch schon eins unserer Minion Gläser? 😍 Ab sofort gratis zu jedem Menu Medium + Happy,mcdonalds_switzerland_1661,-2
"#McFlurry geht immer – und ÜBERALL 😊 Wo kühlt ihr euch heute ab?
McFlurry, ça le fait toujours– et PARTOUT 😊 Comment tu te rafraîchis toi? 
#keepcool #summerfeeling #summer #sommer #ete #yummy #browniecaramel #browniechocolatecailler #cheesecakestrawberry #enjoythenow #mcdonalds #mcdo",mcdonalds_switzerland_1662,-2
Und was darf bei eurem Picknick nicht fehlen? 😊,mcdonalds_switzerland_1663,-2
Lemon macht lustig :D Wofür würdest du dich entscheiden? ,mcdonalds_switzerland_1664,-2
"Enjoy who you are! Passend zum #ZurichPrideFestival sind unsere McFlurrys dieses Wochenende in #Zürich farbenfroh unterwegs 🌈🎉 Wer ist dabei?
#mcflurry #prideparade #festival #equality #love #goodtimes #goodvibes #enjoythenow #züri #lovezurich #switzerland #schweiz #mcdonalds #mcdo",mcdonalds_switzerland_1665,-2
Bravo à tous les coureurs de la#wakeupandrun de ce matin à Lausanne. C'est avec plaisir que nous vous avons ravitaillé,mcdonalds_switzerland_1666,-2
An Ice Coffee Sundae on a Sunday 😉 #mccafe #sunday #funday #mcdonalds #mcd #mcdo #icecoffee #sundae,mcdonalds_switzerland_1667,-1
"Bei uns alles #smooth. Und bei dir? ;) Pour nous, ça va #smooth et toi?	",mcdonalds_switzerland_1668,-2
Liebe Grüsse aus McD Rümlang! Salutations du McDo de Rümlang! #mcregenbogen #mcarcenciel #mcdonalds #mcd #mcdo,mcdonalds_switzerland_1669,-2
Félicitations Vladya (@vladyar) pour tes superbes résultats et ta nomination en tant que meilleur espoir romand de,mcdonalds_switzerland_1670,-2
So sehen unsere Pläne für den Freitag aus. Und eure? 💜,mcdonalds_switzerland_1671,-2
Wir sind die stolzen Partner vom FC Murten ⚽️ Nous sommes fiers de soutenir le MC Morat ⚽️,mcdonalds_switzerland_1672,-2
Unser Restaurant in Kaiseraugst unterstützt Lavinia im Rahm des Förderprogramm #together4gold. Notre restaurant de,mcdonalds_switzerland_1673,-2
"Egal welches Wetter – McFlurry geht immer 🍦 ;)
Pas grave si il fait moche. Ca le fait toujours avec un McFlurry 🍦;) #mcflurry #mymcflurry #browniechocolate #browniecaramel #cheesecakestrawberry #chocolatecailler #icecream #glace #rain #butfirstmcflurry #summerfeeling #delicious #mcdonalds #mcdo",mcdonalds_switzerland_1674,-2
"Jeder kann mithelfen 💪
Chacun peut mettre du sien 💪
#earthday #environment  #savetheplanet #cleanup #mcdonalds #mcdo",mcdonalds_switzerland_1675,-2
Leckeres Schnittchen 😍,mcdonalds_switzerland_1676,-2
Wrappers in da house ;),mcdonalds_switzerland_1677,-1
"Die Qual der Wahl 😎
L'embarras du choix 😎
#bigbang #crispymcbacon #chickenbaconsauce #quinoacurry #doublecheeseburger #burgerlover #harddecision #mcdonalds #mcdo",mcdonalds_switzerland_1678,-2
"Guten Morgen, Schweiz! :)",mcdonalds_switzerland_1679,-2
Wie wie sieht euer perfektes Wochenende aus?,mcdonalds_switzerland_1680,-2
Hälfte der Woche geschafft! 🙌 La moitié de la semaine est derrière! 🙌 #almondlatte #weekendiscoming #nomnomnom #coffee #,mcdonalds_switzerland_1681,-2
Wettbewerb auf unsere Facebook Seite für den internationalen Tag des Glücks 🍀 Concours sur notre page Facebook à,mcdonalds_switzerland_1682,-2
#Trendsetter 🙌🍟#funfries #fryday #menu #lovefries #mcdonalds #mcdo #mcd,mcdonalds_switzerland_1683,-2
#trendsetter 🙌🍟#funfries #fryday #menu #lovefries #mcdonalds #mcdo #mcd,mcdonalds_switzerland_1684,-2
"Läuft bei uns ;)
Tout roule pour nous ;) #bigtastyisback #bigtasty #burger #burgerlover #mcdonalds #mcdo",mcdonalds_switzerland_1685,-2
"Die haben was drauf 🙌 🍟
Sapées comme jamais !

#funfries #fryday #menu #lovefries #mcdonalds #mcdo",mcdonalds_switzerland_1686,-2
Auf geht's in die neue Woche! 😁On est go pour une nouvelle semaine! 😁 #coffee #cappuccino #kaffee #milchschaum #monday #mccafe #mcdonalds #mcdo,mcdonalds_switzerland_1687,-2
Finde den Weg ;),mcdonalds_switzerland_1688,-2
"Haltet eure Handtücher fest, er ist zurück! 😉 Relaxez-vous, il est de retour! 😉 #bigtastyisback #bigtasty #burger",mcdonalds_switzerland_1689,-2
👳🏼‍♀️hat ihm seine Bestimmung verraten: Purer Genuss. 👳🏼‍♀️lui a prédit son avenir: un goût pur. #bigtastyisback,mcdonalds_switzerland_1690,-2
"Er hat erkannt: in der grossen Welt ist auch ein Big Tasty small. Il a reconnu que dans ce grand univers, le Big Tasty",mcdonalds_switzerland_1691,-2
Er hat den Geschmacksgipfel erklommen 🗻 Il a atteint le sommet du goût 🗻 #bigtastyisback #bigtasty #burger,mcdonalds_switzerland_1692,-2
Er hat sich neue Inspiration geangelt. 🎣 Il a pêché de nouvelles inspirations 🎣 #bigtastyisback #bigtasty #burger,mcdonalds_switzerland_1693,-2
Er hat neue Kollegen ganz nach seinem Geschmack gefunden 🙌 Il s'est fait de nouveaux amis avec qui partager ses goûts 🙌,mcdonalds_switzerland_1694,-2
Er hat alte Kollegen getroffen. Il a revu de vieux amis. #bigtastyisback #bigtasty #burger #burgerlovers #mcdonalds,mcdonalds_switzerland_1695,-2
Er hat den Ursprung guten Geschmacks ergründet 👀 Il a exploré l'origine du bon goût 👀 #bigtastyisback #bigtasty #burger,mcdonalds_switzerland_1696,-2
Er hat innere Stärke gesammelt 💪 Il a retrouvé sa force intérieure 💪 #bigtastyisback #bigtasty #burger #burgerlovers,mcdonalds_switzerland_1697,-2
🍔- auf der Suche nach sich selbst...,mcdonalds_switzerland_1698,-2
Unseren Pommes haben Stil! 😉 #mcdonalds #funfries #fries #cheese #bacon #guacamole #tomatoesalsa #switzerland,mcdonalds_switzerland_1699,-2
Nos frites ont du style! #mcdonalds #funfries #fries #cheese #bacon #guacamole #tomatoesalsa #switzerland,mcdonalds_switzerland_1700,-2
Unser Lieblingsgenre ;) Notre genre de film ;) #burgerlove #fries #movienight #usgang #mcdonalds #mcdo,mcdonalds_switzerland_1701,-2
"Was ist dein nächstes Reiseziel?
Quelle est votre prochaine destination? 
#holiday #lovetravel #relax #mcdonalds #mcdo",mcdonalds_switzerland_1702,-2
Nous souhaitons un bon rétablissement à notre athlète #together4gold @marcojudopapa parrainé par notre restaurant de,mcdonalds_switzerland_1703,-2
Wofür stehst du auf? Gewinne mit etwas Glück CHF 5'000! 😉,mcdonalds_switzerland_1704,-2
Pour quoi tu te lèves le matin? Participe et avec un peu de chance gagne CHF 5'000! 😉,mcdonalds_switzerland_1705,-2
Happy #ChineseNewYear! 😊 #yearoftherooster #mcdonalds #mcdo #mcd,mcdonalds_switzerland_1706,-1
Kalt aber egal: McFlurry Torino! 😉 Ça caille mais on s'en fout: McFlurry Torino! 😉 #McDonalds #mcdo #mcd #mcflurry,mcdonalds_switzerland_1707,-2
Rösti Fries bei dieser Kälte? ,mcdonalds_switzerland_1708,-2
Spare bis zu 72% im Restaurant. Économise jusqu'à 72% en restaurant. #mcdonalds #app #mcdo #mcd #vouchers #gutscheine,mcdonalds_switzerland_1709,-2
Der Schiedsrichter hatte es nicht leicht mit den beiden! ;),mcdonalds_switzerland_1710,-2
"#McRaclette Bear VS. #RenéSchudel! Der Showdown steht kurz bevor...
#McRaclette Bear VS. #RenéSchudel! Le dénouement de la Battle est proche... #McRacletteBattle #mcdonalds #reneschudel",mcdonalds_switzerland_1711,-2
...trainiert René intensiv... René s'entraîne intensivement! #mcraclettebattle #mcdonalds #reneschudel,mcdonalds_switzerland_1712,-2
Während sich der McRaclette Bear auf Zen-Art vorbereitet... Pendant que le McRaclette Bear se prépare de manière zen...,mcdonalds_switzerland_1713,-2
Verpasse keine unserer Aktionen mehr ;) Ne manque plus aucune de nos promotions! #mcdonalds #app #promotions #bons #vouchers #gutscheine,mcdonalds_switzerland_1714,-2
Finde McDonald's Restaurants in deiner Nähe dank unserer App! Trouve le restaurant McDonald's le plus proche grâce à notre Appli ;) #mcdonalds #restaurant #app #appli #mcdo #mcd,mcdonalds_switzerland_1715,-2
"René ist sicher, dass sein Burger grosse Chancen hat, den McRaclette Battle zu gewinnen.	",mcdonalds_switzerland_1716,-2
Der McRaclette Bear präsentiert nach der Pressekonferenz stolz seinen McRaclette. ,mcdonalds_switzerland_1717,-2
Bang! Willkommen im Neuen Jahr 2017! :D Bang! Bienvenue en 2017! ,mcdonalds_switzerland_1718,-2
McRaclette vs McChutney Cheese by René Schudel. And the winner is...?,mcdonalds_switzerland_1719,-2
Seid ihr auch schon vorbereitet? :D,mcdonalds_switzerland_1720,-2
"Einen köstlichen Tag euch allen 😉
Une délicieuse journée à tous 😉
 #Brownie #WorldBrownieDay #Delicious #NomNomNom #ChocolateLover #McCafe",mcdonalds_switzerland_1721,-2
Downloaden Sie den Song und helfen zusammen mit der Ronald McDonald Kinderstiftung kranken Kindern und ihren Familien in,mcdonalds_switzerland_1722,-2
Lasst uns #MichaelJimDelligatti gemeinsam gedenken.,mcdonalds_switzerland_1723,-2
"Zweites Türchen, zweites Geschenk 😉",mcdonalds_switzerland_1724,-2
Öffnet heute das erste Türchen :) Ouvre la première porte du calendrier aujourd'hui :),mcdonalds_switzerland_1725,-2
Happy 1. Advent! :),mcdonalds_switzerland_1726,-2
Auf dem Weg nach ganz oben - unsere #together4gold Athletin Katharina hat sich dieses Jahr schon einige Podiumsplätze,mcdonalds_switzerland_1727,-2
Der beste Handwärmer für kalte Tage :) Le meilleur chauffe-mains :),mcdonalds_switzerland_1728,-2
Die Qual der Wahl ;),mcdonalds_switzerland_1729,-2
"Die Trolle gibt's ab sofort in unseren Happy Meals!
Les Trolls sont dans tous nos Happy Meals!
#happymeal #trolls #happykids",mcdonalds_switzerland_1730,-2
70ies Party in unserem 1. Schweizer Restaurant in Mont Blanc! :D,mcdonalds_switzerland_1731,-2
Our #together4gold athlete Kim Büch is having a great fencing season so far. Congrats for all the good results! 👍💪,mcdonalds_switzerland_1732,-2
Happy Halloween 🎃#Halloween #mcdonalds #mcdo,mcdonalds_switzerland_1733,-1
They're back! #cbo #nycrispy #mcdonalds #requested #burgers,mcdonalds_switzerland_1734,-1
Teilen versüsst das Leben ♥,mcdonalds_switzerland_1735,-2
Lieber Morgenmuffin als Morgenmuffel!,mcdonalds_switzerland_1736,-2
Nervennahrung ;) Pour les nerfs ;) #HopSuisse #HoppSchwiiz #Football #Hamburger #Mcdonalds #McDo,mcdonalds_switzerland_1737,-2
Auf die Details kommt's an. Wer von euch findet unseren Glücksbringer? Kleiner Tipp: Einfach ranzoomen und suchen :),mcdonalds_switzerland_1738,-2
Grand Opening Day in #Wankdorf #Bern! #newrestaurant #mcdonalds #mcdo #berne #capitalcity,mcdonalds_switzerland_1739,-2
Die inneren Werte zählen ❤️ C'est ce qu'il y a à l'intérieur qui compte ❤️ #MiniCake #Strawberry #Chocolate #Nomnomnom,mcdonalds_switzerland_1740,-2
Herzlichen Glückwunsch an unsere beiden #together4gold-Athleten Schweizer Nachwuchsmeister über 110m und 300m Hürden!,mcdonalds_switzerland_1741,-2
Hallo Herbst! 🍁🎃😀 Bonjour l'automne! 🍁🎃😀 #Fall #pumpkinspicelatte #McDo,mcdonalds_switzerland_1742,-2
Damit wäre alles gesagt! ,mcdonalds_switzerland_1743,-2
Vollmond ♥,mcdonalds_switzerland_1744,-2
Heute haben wir ein Paar unsere #together4gold Athleten in Bern getroffen. Nous avons rencontré quelques uns de nos,mcdonalds_switzerland_1745,-2
Heute ist ein toller Tag! :),mcdonalds_switzerland_1746,-2
Unsere #together4gold Athletin @fionaganz hat am Wochenende das ITF 18 Turnier im Luzern gewonnen! Herzliche Gratulation,mcdonalds_switzerland_1747,-2
Crispy McBacon or Quinoa Curry? #bigbang #crispymcbacon #quinoa #McDonalds #McDo,mcdonalds_switzerland_1748,-2
Happy Clean Up Day! This bag is almost full! Thanks to the students from #Rümlang! #cleanupday #rümlang #McDonalds,mcdonalds_switzerland_1749,-1
Happy Clean Up Day! Grazie colleghi di Bellinzona per la vostra partecipazione! #cleanupday #bellinzona #mcdonalds,mcdonalds_switzerland_1750,-2
Happy Clean Up Day! Even this Minion is participating in #Bellinzona 😎 #cleanupday #mcdonalds #minions,mcdonalds_switzerland_1751,-2
Happy Clean Up Day! Anche a Bellinzona partecipiamo! #cleanupday #bellinzona #mcdonals,mcdonalds_switzerland_1752,-2
Happy Clean Up Day! Und merci für die Hilfe! #schoolkids #cleanupday #rümlang #mcdonalds,mcdonalds_switzerland_1753,-2
"Happy Clean up Day! Vielen Dank an den Schülern von Rümlang, die mitgemacht haben! #cleanupday #rümlang #McDonalds",mcdonalds_switzerland_1754,-2
Viel Glück an alle Schweizer Athleten bei den Paralympischen Spielen in Rio!,mcdonalds_switzerland_1755,-2
Sei Teil der heutigen grossen Pokémon Jagd! Der Link zur Liste mit allen teilnehmenden Restaurants findest du in unserer,mcdonalds_switzerland_1756,-2
"Fussball = Hamburger für 1 CHF! (Maximal 3 pro Person und Bestellung, in teilnehmenden Restaurants am 6.September) 🍔",mcdonalds_switzerland_1757,-2
Drei kleine Worte - #IcedChaiLatte 🍨❤️,mcdonalds_switzerland_1758,-2
Sie sind zurück! 😉 Ils sont de retour! 😉 #McWrap #ChickenTasty #Potatoes #Summertime #McDonalds #McDo #McD,mcdonalds_switzerland_1759,-2
"Er errät, welche Frucht ab sofort im #HappyMeal ist? Qui devine quel fruit est offert avec le #HappyMeal? #Happyfruits",mcdonalds_switzerland_1760,-2
"Für die warmen Tage, für die heissen Tage und für die mega heissen Tage 😉

Pour les journées de forte chaleur 😉
@torino_original #McFlurry #McFlurryTorino #Summertime #McDonalds #McDo",mcdonalds_switzerland_1761,-2
Perfekt für den Sommer ☀,mcdonalds_switzerland_1762,-2
Was Frisches für die Badi ;),mcdonalds_switzerland_1763,-2
Pimpe ein Bild mit unseren Magneten auf! Mach ein Foto und poste es mit‪ #‎McMagnets auf Facebook oder Instagram. Oder,mcdonalds_switzerland_1764,-2
Wir sind vorbereitet aufs Wochenende ;),mcdonalds_switzerland_1765,-2
Welches #Openair war euer Highlight? Quel #Openair as-tu préféré cette année? #festival #music #burger @mcdonalds #mcdo,mcdonalds_switzerland_1766,-2
So machen wir Staffellauf ;),mcdonalds_switzerland_1767,-2
Congratulations to our #togetherforgold athlete @florianbreer and his team mate @yveshaussener for their fantastic,mcdonalds_switzerland_1768,-1
"100% eiskalt :D
100% glacé :D
#FrozenMojito #Strawberry #Refreshing #Summertime #McDonalds #McDo",mcdonalds_switzerland_1769,-2
Wo ist der #MangoCheesecakeMuffin?,mcdonalds_switzerland_1770,-2
Congratulations to our #togetherforgold athlete @salesinglin for finishing 6th at the European Athletics Youth,mcdonalds_switzerland_1771,-1
Päuschen! 😄,mcdonalds_switzerland_1772,-2
Die richtige Mischung macht's!,mcdonalds_switzerland_1773,-2
Ab in die Badi! 😎,mcdonalds_switzerland_1774,-2
3 - 2- 1 - BIG BANG!,mcdonalds_switzerland_1775,-1
"Unsere Geheimwaffe gegen Müdigkeit 😏
Notre arme secrète contre la fatigue 😏
#Shakerato #WakeUp #MondayMood #McDonalds #McDo",mcdonalds_switzerland_1776,-2
Unsere Lieblings-Accessoires für den Sommer :) Notre accessoire préféré pour l'été :) #McWraps #BeefSalsa #ChickenCurry,mcdonalds_switzerland_1777,-2
Was für eine Atmosphäre! Und unser Fabio als Player Escort Kid mitten drin. Das hast du super gemacht! ☺,mcdonalds_switzerland_1778,-2
Fabios Traum wird heute wahr. Er ist heute Player Escort Kid beim Finale in Paris :) Le rêve de Fabio se réalise,mcdonalds_switzerland_1779,-2
Big Match? Big Mac!,mcdonalds_switzerland_1780,-1
Ein unvergesslicher Moment für unsere Player Escort Kids aus der Schweiz: Niccolò und Cameron 😊 🎉⚽ Un moment,mcdonalds_switzerland_1781,-2
Unsere Player Escort Kids: Niccolò aus Pregassona und Cameron aus Saint-Imier sind heute beim Halbfinale in Lyon dabei,mcdonalds_switzerland_1782,-2
Nutze jetzt die Chance auf 2x2 Tickets für das UEFA Euro 2016™ Finale am 10.07. in Paris! Einfach in den Kommentaren mit,mcdonalds_switzerland_1783,-2
Wir sind jetzt auch auf Snapchat: mcdoswitzerland! 👻 Und morgen wartet bereits unsere erste Aktion auf euch ☺ *****,mcdonalds_switzerland_1784,-2
Zeit für #MiniDonuts!,mcdonalds_switzerland_1785,-2
Zeig' uns dein Fingerfootball-Talent! Für jedes gepostete Foto oder Video mit ‪#‎McFINGERFOOTBALL gibt's eins unserer,mcdonalds_switzerland_1786,-2
Süsse Träume :),mcdonalds_switzerland_1787,-2
Unsere Mitarbeiter-Teams lassen sich heute Abend inspirieren ;),mcdonalds_switzerland_1788,-2
"So klingt ""lecker"" 😀
Ça sonne bien... 😀
#FêtedelaMusique #WeLoveMusic #Burger #Delicious #McDonalds #McDo",mcdonalds_switzerland_1789,-2
Zeig uns deinen Fussball-Style mit #McFINGERFOOTBALL und gewinne 1 von 1000 Limited Edition Coca-Cola Gläsern!,mcdonalds_switzerland_1790,-2
#TGIF #Fries #GoodTimes #Party #McDonalds #McDo,mcdonalds_switzerland_1791,-1
Bravo Emma Grosvenor und Team für den Schweizer Jungendmeister Titel im Synchronschwimmen!  Bravo Emma Grovesnor et Team,mcdonalds_switzerland_1792,-2
Spiel unserer Nati = Hamburger für 1 CHF!,mcdonalds_switzerland_1793,-2
„Tooooooor!“ Zeig uns dein Torjubel-Gesicht und gewinne Final-Tickets für die UEFA EURO 2016™! Schiess ein Foto von dir,mcdonalds_switzerland_1794,-2
Das Ronald McDonald Haus Bern hat heute seinen 15. Geburtstag im Berner GenerationenHaus gefeiert. #RMHC #Bern,mcdonalds_switzerland_1795,-2
"Gewinne 2 Tickets für die UEFA EURO 2016™! Poste auf Facebook oder Instagram einfach ein Foto mit #McNow von einem runden Gegenstand und mit etwas Glück stehst du schon bald im Stadion in Frankreich. 😉
Gagne 2 billets pour l'UEFA EURO 2016™! Comment? Il te suffit de partager une photo d'un objet rond comme un ballon en utilisant le hashtag #McNow sur Facebook ou Instagram. Avec un peu de chance, tu te retrouveras très bientôt dans un stade en France. 😉",mcdonalds_switzerland_1796,-2
Pünktlich zur Eröffnung des Gotthard-Basistunnels sind auch die neuen McWraps Chicken Curry und Beef Salsa da. Natürlich,mcdonalds_switzerland_1797,-2
"Einmal «Sommer to Go», bitte 😄
Un peu d'été à l'emporter SVP 😄
#DeluxeFrappeMango #SummerFeeling #Sun  #Fruitylicious #Nomnomnom #McCafe",mcdonalds_switzerland_1798,-2
Spass haben + Spenden sammeln = kranken Kindern helfen ~~~~ S'amuser + récolter des fonds = aider des enfants malades,mcdonalds_switzerland_1799,-2
Spass haben + Spenden sammeln = kranken Kindern helfen ~~~~ S'amuser + récolter des fonds = aider des enfants malades,mcdonalds_switzerland_1800,-2
Spass haben + Spenden sammeln = kranken Kindern helfen ~~~~ S'amuser + récolter des fonds = aider des enfants malades,mcdonalds_switzerland_1801,-2
Spass haben + Spenden sammeln = kranken Kindern helfen ~~~~ S'amuser + récolter des fonds = aider des enfants malades,mcdonalds_switzerland_1802,-2
Spass haben + Spenden sammeln = krank Kindern helfen ~~~~ S'amuser + récolter de l'argent = aider des enfants malades,mcdonalds_switzerland_1803,-2
Spass haben + Spenden sammeln = krank Kindern helfen ~~~~ S'amuser + récolter de l'argent = aider des enfants malades,mcdonalds_switzerland_1804,-2
Es braucht keinen besonderen Anlass einen besonderen Kuchen zu essen ❤,mcdonalds_switzerland_1805,-2
Unsere #McWraps sind wieder zurück! 😊,mcdonalds_switzerland_1806,-2
Für die ganze Familie etwas dabei 😊,mcdonalds_switzerland_1807,-2
"Ab Morgen verleiht unsere Crew Flügel ;) Dès demain, nos équipes vous donne des ailes ;)",mcdonalds_switzerland_1808,-2
Wir wünschen euch eine monstermässig gute Woche 😄,mcdonalds_switzerland_1809,-2
Nicht vergessen: Am Sonntag ist Muttertag 😊,mcdonalds_switzerland_1810,-2
Reif für die Insel? 😊,mcdonalds_switzerland_1811,-2
